011, 1,1,244,
011, 2,1,244,
012, 1,1,244,
021, 1,1,244,
022, 1,1,244,
011, 3,1,244,
013, 1,1,244,
031, 1,1,244,
023, 1,1,244,
032, 1,1,244,
033, 1,1,244,
012, 2,1,244,
011, 4,1,244,
021, 2,1,244,
022, 2,1,244,
014, 1,1,244,
024, 1,1,244,
041, 1,1,244,
034, 1,1,244,
043, 1,1,244,
044, 1,1,244,
042, 1,1,244,
011, 5,1,244,
015, 1,1,244,
035, 1,1,244,
052, 1,1,244,
025, 1,1,244,
054, 1,1,244,
012, 3,1,244,
051, 1,1,244,
011, 6,1,244,
045, 1,1,244,
055, 1,1,244,
053, 1,1,244,
013, 2,1,244,
022, 3,1,244,
021, 3,1,244,
023, 2,1,244,
031, 2,1,244,
033, 2,1,244,
032, 2,1,244,
016, 1,1,244,
036, 1,1,244,
061, 1,1,244,
046, 1,1,244,
011, 7,1,244,
064, 1,1,244,
026, 1,1,244,
062, 1,1,244,
056, 1,1,244,
063, 1,1,244,
066, 1,1,244,
065, 1,1,244,
012, 4,1,244,
017, 1,1,244,
021, 4,1,244,
011, 8,1,244,
022, 4,1,244,
024, 2,1,244,
057, 1,1,244,
071, 1,1,244,
014, 2,1,244,
073, 1,1,244,
037, 1,1,244,
042, 2,1,244,
044, 2,1,244,
034, 2,1,244,
043, 2,1,244,
027, 1,1,244,
041, 2,1,244,
077, 1,1,244,
067, 1,1,244,
076, 1,1,244,
013, 3,1,244,
011, 9,1,244,
072, 1,1,244,
047, 1,1,244,
075, 1,1,244,
033, 3,1,244,
023, 3,1,244,
031, 3,1,244,
018, 1,1,244,
032, 3,1,244,
038, 1,1,244,
038, 1,1,244,
074, 1,1,244,
012, 5,1,244,
082, 1,1,244,
068, 1,1,244,
084, 1,1,244,
021, 5,1,244,
028, 1,1,244,
022, 5,1,244,
087, 1,1,244,
011, 10,1,244]
081, 1,1,244,
083, 1,1,244,
015, 2,1,244,
088, 1,1,244,
058, 1,1,244,
052, 2,1,244,
035, 2,1,244,
053, 2,1,244,
051, 2,1,244,
055, 2,1,244,
086, 1,1,244,
054, 2,1,244,
085, 1,1,244,
013, 4,1,244,
012, 6,1,244,
014, 3,1,244,
023, 4,1,244,
021, 6,1,244,
024, 3,1,244,
031, 4,1,244,
022, 6,1,244,
034, 3,1,244,
032, 4,1,244,
033, 4,1,244,
016, 2,1,244,
042, 3,1,244,
026, 2,1,244,
041, 3,1,244,
036, 2,1,244,
044, 3,1,244,
043, 3,1,244,
046, 2,1,244,
061, 2,1,244,
056, 2,1,244,
063, 2,1,244,
062, 2,1,244,
064, 2,1,244,
066, 2,1,244,
065, 2,1,244,
012, 7,1,244,
021, 7,1,244,
022, 7,1,244,
013, 5,1,244,
017, 2,1,244,
015, 3,1,244,
023, 5,1,244,
037, 2,1,244,
031, 5,1,244,
057, 2,1,244,
032, 5,1,244,
027, 2,1,244,
033, 5,1,244,
071, 2,1,244,
035, 3,1,244,
073, 2,1,244,
047, 2,1,244,
072, 2,1,244,
067, 2,1,244,
077, 2,1,244,
076, 2,1,244,
025, 3,1,244,
012, 8,1,244,
051, 3,1,244,
045, 3,1,244,
055, 3,1,244,
053, 3,1,244,
014, 4,1,244,
075, 2,1,244,
022, 8,1,244,
024, 4,1,244,
052, 3,1,244,
